Time,KEYS,Licenses,RunningSum,Area,Arabic
2007,7737,1,24,AL BARSHA SECOND,البرشاء الثانية
2008,7737,2,26,AL BARSHA SECOND,البرشاء الثانية
2009,7737,3,29,AL BARSHA SECOND,البرشاء الثانية
2010,7737,4,33,AL BARSHA SECOND,البرشاء الثانية
2011,7737,9,42,AL BARSHA SECOND,البرشاء الثانية
2012,7737,7,49,AL BARSHA SECOND,البرشاء الثانية
2013,7737,9,58,AL BARSHA SECOND,البرشاء الثانية
2014,7737,13,71,AL BARSHA SECOND,البرشاء الثانية
2015,7737,12,83,AL BARSHA SECOND,البرشاء الثانية
2016,7737,12,95,AL BARSHA SECOND,البرشاء الثانية
2017,7737,18,113,AL BARSHA SECOND,البرشاء الثانية
2018,7737,23,136,AL BARSHA SECOND,البرشاء الثانية
2019,7737,43,179,AL BARSHA SECOND,البرشاء الثانية
2020,7737,104,283,AL BARSHA SECOND,البرشاء الثانية
2021,7737,0,283,AL BARSHA SECOND,البرشاء الثانية
1963,7777,0,0,GHADEER BARASHY,غدير براشي
1964,7777,0,0,GHADEER BARASHY,غدير براشي
1965,7777,0,0,GHADEER BARASHY,غدير براشي
1966,7777,0,0,GHADEER BARASHY,غدير براشي
1967,7777,0,0,GHADEER BARASHY,غدير براشي
1968,7777,0,0,GHADEER BARASHY,غدير براشي
1969,7777,0,0,GHADEER BARASHY,غدير براشي
1970,7777,0,0,GHADEER BARASHY,غدير براشي
1971,7777,0,0,GHADEER BARASHY,غدير براشي
1972,7777,0,0,GHADEER BARASHY,غدير براشي
1973,7777,0,0,GHADEER BARASHY,غدير براشي
1974,7777,0,0,GHADEER BARASHY,غدير براشي
1975,7777,0,0,GHADEER BARASHY,غدير براشي
1976,7777,0,0,GHADEER BARASHY,غدير براشي
1977,7777,0,0,GHADEER BARASHY,غدير براشي
1978,7777,0,0,GHADEER BARASHY,غدير براشي
1979,7777,0,0,GHADEER BARASHY,غدير براشي
1980,7777,0,0,GHADEER BARASHY,غدير براشي
1981,7777,0,0,GHADEER BARASHY,غدير براشي
1982,7777,0,0,GHADEER BARASHY,غدير براشي
1983,7777,0,0,GHADEER BARASHY,غدير براشي
1984,7777,0,0,GHADEER BARASHY,غدير براشي
1985,7777,0,0,GHADEER BARASHY,غدير براشي
1986,7777,0,0,GHADEER BARASHY,غدير براشي
1987,7777,0,0,GHADEER BARASHY,غدير براشي
1988,7777,0,0,GHADEER BARASHY,غدير براشي
1989,7777,0,0,GHADEER BARASHY,غدير براشي
1990,7777,0,0,GHADEER BARASHY,غدير براشي
1991,7777,0,0,GHADEER BARASHY,غدير براشي
1992,7777,0,0,GHADEER BARASHY,غدير براشي
1993,7777,0,0,GHADEER BARASHY,غدير براشي
1994,7777,0,0,GHADEER BARASHY,غدير براشي
1995,7777,0,0,GHADEER BARASHY,غدير براشي
1996,7777,0,0,GHADEER BARASHY,غدير براشي
1997,7777,0,0,GHADEER BARASHY,غدير براشي
1998,7777,0,0,GHADEER BARASHY,غدير براشي
1999,7777,0,0,GHADEER BARASHY,غدير براشي
2000,7777,0,0,GHADEER BARASHY,غدير براشي
2001,7777,0,0,GHADEER BARASHY,غدير براشي
2002,7777,0,0,GHADEER BARASHY,غدير براشي
2003,7777,0,0,GHADEER BARASHY,غدير براشي
2004,7777,0,0,GHADEER BARASHY,غدير براشي
2005,7777,0,0,GHADEER BARASHY,غدير براشي
2006,7777,0,0,GHADEER BARASHY,غدير براشي
2007,7777,0,0,GHADEER BARASHY,غدير براشي
2008,7777,0,0,GHADEER BARASHY,غدير براشي
2009,7777,0,0,GHADEER BARASHY,غدير براشي
2010,7777,0,0,GHADEER BARASHY,غدير براشي
2011,7777,0,0,GHADEER BARASHY,غدير براشي
2012,7777,1,1,GHADEER BARASHY,غدير براشي
2013,7777,0,1,GHADEER BARASHY,غدير براشي
2014,7777,1,2,GHADEER BARASHY,غدير براشي
2015,7777,0,2,GHADEER BARASHY,غدير براشي
2016,7777,0,2,GHADEER BARASHY,غدير براشي
2017,7777,0,2,GHADEER BARASHY,غدير براشي
2018,7777,2,4,GHADEER BARASHY,غدير براشي
2019,7777,2,6,GHADEER BARASHY,غدير براشي
2020,7777,32,38,GHADEER BARASHY,غدير براشي
2021,7777,0,38,GHADEER BARASHY,غدير براشي
1963,7817,4,4,AL KHABAISI,الخبيصي
1964,7817,0,4,AL KHABAISI,الخبيصي
1965,7817,0,4,AL KHABAISI,الخبيصي
1966,7817,0,4,AL KHABAISI,الخبيصي
1967,7817,3,7,AL KHABAISI,الخبيصي
1968,7817,1,8,AL KHABAISI,الخبيصي
1969,7817,1,9,AL KHABAISI,الخبيصي
1970,7817,1,10,AL KHABAISI,الخبيصي
1971,7817,0,10,AL KHABAISI,الخبيصي
1972,7817,1,11,AL KHABAISI,الخبيصي
1973,7817,1,12,AL KHABAISI,الخبيصي
1974,7817,4,16,AL KHABAISI,الخبيصي
1975,7817,6,22,AL KHABAISI,الخبيصي
1976,7817,5,27,AL KHABAISI,الخبيصي
1977,7817,3,30,AL KHABAISI,الخبيصي
1978,7817,0,30,AL KHABAISI,الخبيصي
1979,7817,6,36,AL KHABAISI,الخبيصي
1980,7817,5,41,AL KHABAISI,الخبيصي
1981,7817,1,42,AL KHABAISI,الخبيصي
1982,7817,9,51,AL KHABAISI,الخبيصي
1983,7817,1,52,AL KHABAISI,الخبيصي
1984,7817,4,56,AL KHABAISI,الخبيصي
1985,7817,7,63,AL KHABAISI,الخبيصي
1986,7817,5,68,AL KHABAISI,الخبيصي
1987,7817,9,77,AL KHABAISI,الخبيصي
1988,7817,7,84,AL KHABAISI,الخبيصي
1989,7817,7,91,AL KHABAISI,الخبيصي
1990,7817,10,101,AL KHABAISI,الخبيصي
1991,7817,6,107,AL KHABAISI,الخبيصي
1992,7817,12,119,AL KHABAISI,الخبيصي
1993,7817,10,129,AL KHABAISI,الخبيصي
1994,7817,9,138,AL KHABAISI,الخبيصي
1995,7817,11,149,AL KHABAISI,الخبيصي
1996,7817,15,164,AL KHABAISI,الخبيصي
1997,7817,14,178,AL KHABAISI,الخبيصي
1998,7817,7,185,AL KHABAISI,الخبيصي
1999,7817,13,198,AL KHABAISI,الخبيصي
2000,7817,22,220,AL KHABAISI,الخبيصي
2001,7817,13,233,AL KHABAISI,الخبيصي
2002,7817,26,259,AL KHABAISI,الخبيصي
2003,7817,31,290,AL KHABAISI,الخبيصي
2004,7817,44,334,AL KHABAISI,الخبيصي
2005,7817,26,360,AL KHABAISI,الخبيصي
2006,7817,34,394,AL KHABAISI,الخبيصي
2007,7817,45,439,AL KHABAISI,الخبيصي
2008,7817,37,476,AL KHABAISI,الخبيصي
2009,7817,30,506,AL KHABAISI,الخبيصي
2010,7817,51,557,AL KHABAISI,الخبيصي
2011,7817,52,609,AL KHABAISI,الخبيصي
2012,7817,65,674,AL KHABAISI,الخبيصي
2013,7817,77,751,AL KHABAISI,الخبيصي
2014,7817,88,839,AL KHABAISI,الخبيصي
2015,7817,107,946,AL KHABAISI,الخبيصي
2016,7817,88,1034,AL KHABAISI,الخبيصي
2017,7817,114,1148,AL KHABAISI,الخبيصي
2018,7817,127,1275,AL KHABAISI,الخبيصي
2019,7817,220,1495,AL KHABAISI,الخبيصي
2020,7817,946,2441,AL KHABAISI,الخبيصي
2021,7817,0,2441,AL KHABAISI,الخبيصي
1963,7937,0,0,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1964,7937,0,0,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1965,7937,0,0,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1966,7937,0,0,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1967,7937,0,0,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1968,7937,0,0,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1969,7937,0,0,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1970,7937,0,0,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1971,7937,0,0,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1972,7937,0,0,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1973,7937,0,0,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1974,7937,0,0,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1975,7937,1,1,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1976,7937,4,5,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1977,7937,1,6,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1978,7937,0,6,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1979,7937,1,7,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1980,7937,1,8,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1981,7937,1,9,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1982,7937,4,13,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1983,7937,2,15,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1984,7937,1,16,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1985,7937,0,16,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1986,7937,0,16,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1987,7937,0,16,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1988,7937,2,18,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1989,7937,4,22,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1990,7937,2,24,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1991,7937,2,26,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1992,7937,3,29,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1993,7937,4,33,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1994,7937,2,35,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1995,7937,4,39,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1996,7937,3,42,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1997,7937,2,44,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1998,7937,3,47,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1999,7937,7,54,AL QOUZ IND.FIRST,القوز الصناعية الأولى
2000,7937,7,61,AL QOUZ IND.FIRST,القوز الصناعية الأولى
2001,7937,13,74,AL QOUZ IND.FIRST,القوز الصناعية الأولى
2002,7937,15,89,AL QOUZ IND.FIRST,القوز الصناعية الأولى
2003,7937,15,104,AL QOUZ IND.FIRST,القوز الصناعية الأولى
2004,7937,15,119,AL QOUZ IND.FIRST,القوز الصناعية الأولى
2005,7937,9,128,AL QOUZ IND.FIRST,القوز الصناعية الأولى
2006,7937,18,146,AL QOUZ IND.FIRST,القوز الصناعية الأولى
2007,7937,18,164,AL QOUZ IND.FIRST,القوز الصناعية الأولى
2008,7937,10,174,AL QOUZ IND.FIRST,القوز الصناعية الأولى
2009,7937,17,191,AL QOUZ IND.FIRST,القوز الصناعية الأولى
2010,7937,9,200,AL QOUZ IND.FIRST,القوز الصناعية الأولى
2011,7937,3,203,AL QOUZ IND.FIRST,القوز الصناعية الأولى
2012,7937,5,208,AL QOUZ IND.FIRST,القوز الصناعية الأولى
2013,7937,4,212,AL QOUZ IND.FIRST,القوز الصناعية الأولى
2014,7937,4,216,AL QOUZ IND.FIRST,القوز الصناعية الأولى
2015,7937,2,218,AL QOUZ IND.FIRST,القوز الصناعية الأولى
2016,7937,1,219,AL QOUZ IND.FIRST,القوز الصناعية الأولى
2017,7937,0,219,AL QOUZ IND.FIRST,القوز الصناعية الأولى
2018,7937,2,221,AL QOUZ IND.FIRST,القوز الصناعية الأولى
2019,7937,3,224,AL QOUZ IND.FIRST,القوز الصناعية الأولى
2020,7937,3,227,AL QOUZ IND.FIRST,القوز الصناعية الأولى
2021,7937,0,227,AL QOUZ IND.FIRST,القوز الصناعية الأولى
1963,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1964,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1965,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1966,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1967,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1968,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1969,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1970,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1971,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1972,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1973,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1974,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1975,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1976,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1977,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1978,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1979,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1980,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1981,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1982,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1983,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1984,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1985,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1986,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1987,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1988,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1989,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1990,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1991,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1992,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1993,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1994,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1995,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1996,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1997,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1998,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1999,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
2000,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
2001,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
2002,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
2003,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
2004,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
2005,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
2006,7977,0,0,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
2007,7977,1,1,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
2008,7977,1,2,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
2009,7977,0,2,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
2010,7977,0,2,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
2011,7977,3,5,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
2012,7977,1,6,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
2013,7977,0,6,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
2014,7977,2,8,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
2015,7977,1,9,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
2016,7977,3,12,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
2017,7977,2,14,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
2018,7977,11,25,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
2019,7977,12,37,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
2020,7977,32,69,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
2021,7977,0,69,AL BARSHA SOUTH SECOND,البرشاء جنوب الثانية
1963,8017,5,5,PORT SAEED,بور سعيد
1964,8017,0,5,PORT SAEED,بور سعيد
1965,8017,0,5,PORT SAEED,بور سعيد
1966,8017,1,6,PORT SAEED,بور سعيد
1967,8017,1,7,PORT SAEED,بور سعيد
1968,8017,0,7,PORT SAEED,بور سعيد
1969,8017,1,8,PORT SAEED,بور سعيد
1970,8017,2,10,PORT SAEED,بور سعيد
1971,8017,1,11,PORT SAEED,بور سعيد
1972,8017,1,12,PORT SAEED,بور سعيد
1973,8017,1,13,PORT SAEED,بور سعيد
1974,8017,1,14,PORT SAEED,بور سعيد
1975,8017,0,14,PORT SAEED,بور سعيد
1976,8017,5,19,PORT SAEED,بور سعيد
1977,8017,3,22,PORT SAEED,بور سعيد
1978,8017,4,26,PORT SAEED,بور سعيد
1979,8017,5,31,PORT SAEED,بور سعيد
1980,8017,6,37,PORT SAEED,بور سعيد
1981,8017,5,42,PORT SAEED,بور سعيد
1982,8017,7,49,PORT SAEED,بور سعيد
1983,8017,6,55,PORT SAEED,بور سعيد
1984,8017,4,59,PORT SAEED,بور سعيد
1985,8017,9,68,PORT SAEED,بور سعيد
1986,8017,12,80,PORT SAEED,بور سعيد
1987,8017,2,82,PORT SAEED,بور سعيد
1988,8017,12,94,PORT SAEED,بور سعيد
1989,8017,12,106,PORT SAEED,بور سعيد
1990,8017,6,112,PORT SAEED,بور سعيد
1991,8017,14,126,PORT SAEED,بور سعيد
1992,8017,12,138,PORT SAEED,بور سعيد
1993,8017,16,154,PORT SAEED,بور سعيد
1994,8017,13,167,PORT SAEED,بور سعيد
1995,8017,17,184,PORT SAEED,بور سعيد
1996,8017,25,209,PORT SAEED,بور سعيد
1997,8017,41,250,PORT SAEED,بور سعيد
1998,8017,27,277,PORT SAEED,بور سعيد
1999,8017,26,303,PORT SAEED,بور سعيد
2000,8017,27,330,PORT SAEED,بور سعيد
2001,8017,55,385,PORT SAEED,بور سعيد
2002,8017,49,434,PORT SAEED,بور سعيد
2003,8017,53,487,PORT SAEED,بور سعيد
2004,8017,79,566,PORT SAEED,بور سعيد
2005,8017,69,635,PORT SAEED,بور سعيد
2006,8017,97,732,PORT SAEED,بور سعيد
2007,8017,94,826,PORT SAEED,بور سعيد
2008,8017,96,922,PORT SAEED,بور سعيد
2009,8017,64,986,PORT SAEED,بور سعيد
2010,8017,101,1087,PORT SAEED,بور سعيد
2011,8017,112,1199,PORT SAEED,بور سعيد
2012,8017,204,1403,PORT SAEED,بور سعيد
2013,8017,176,1579,PORT SAEED,بور سعيد
2014,8017,218,1797,PORT SAEED,بور سعيد
2015,8017,288,2085,PORT SAEED,بور سعيد
2016,8017,264,2349,PORT SAEED,بور سعيد
2017,8017,289,2638,PORT SAEED,بور سعيد
2018,8017,312,2950,PORT SAEED,بور سعيد
2019,8017,530,3480,PORT SAEED,بور سعيد
2020,8017,1117,4597,PORT SAEED,بور سعيد
2021,8017,0,4597,PORT SAEED,بور سعيد
1963,8057,0,0,AL THANYAH THIRD,الثنيه الثالثة
1964,8057,0,0,AL THANYAH THIRD,الثنيه الثالثة
1965,8057,0,0,AL THANYAH THIRD,الثنيه الثالثة
1966,8057,0,0,AL THANYAH THIRD,الثنيه الثالثة
1967,8057,0,0,AL THANYAH THIRD,الثنيه الثالثة
1968,8057,0,0,AL THANYAH THIRD,الثنيه الثالثة
1969,8057,0,0,AL THANYAH THIRD,الثنيه الثالثة
1970,8057,0,0,AL THANYAH THIRD,الثنيه الثالثة
1971,8057,1,1,AL THANYAH THIRD,الثنيه الثالثة
1972,8057,0,1,AL THANYAH THIRD,الثنيه الثالثة
1973,8057,0,1,AL THANYAH THIRD,الثنيه الثالثة
1974,8057,0,1,AL THANYAH THIRD,الثنيه الثالثة
1975,8057,0,1,AL THANYAH THIRD,الثنيه الثالثة
1976,8057,0,1,AL THANYAH THIRD,الثنيه الثالثة
1977,8057,0,1,AL THANYAH THIRD,الثنيه الثالثة
1978,8057,0,1,AL THANYAH THIRD,الثنيه الثالثة
1979,8057,0,1,AL THANYAH THIRD,الثنيه الثالثة
1980,8057,0,1,AL THANYAH THIRD,الثنيه الثالثة
1981,8057,0,1,AL THANYAH THIRD,الثنيه الثالثة
1982,8057,1,2,AL THANYAH THIRD,الثنيه الثالثة
1983,8057,0,2,AL THANYAH THIRD,الثنيه الثالثة
1984,8057,0,2,AL THANYAH THIRD,الثنيه الثالثة
1985,8057,1,3,AL THANYAH THIRD,الثنيه الثالثة
1986,8057,0,3,AL THANYAH THIRD,الثنيه الثالثة
1987,8057,0,3,AL THANYAH THIRD,الثنيه الثالثة
1988,8057,1,4,AL THANYAH THIRD,الثنيه الثالثة
1989,8057,1,5,AL THANYAH THIRD,الثنيه الثالثة
1990,8057,0,5,AL THANYAH THIRD,الثنيه الثالثة
1991,8057,0,5,AL THANYAH THIRD,الثنيه الثالثة
1992,8057,0,5,AL THANYAH THIRD,الثنيه الثالثة
1993,8057,1,6,AL THANYAH THIRD,الثنيه الثالثة
1994,8057,1,7,AL THANYAH THIRD,الثنيه الثالثة
1995,8057,1,8,AL THANYAH THIRD,الثنيه الثالثة
1996,8057,1,9,AL THANYAH THIRD,الثنيه الثالثة
1997,8057,0,9,AL THANYAH THIRD,الثنيه الثالثة
1998,8057,2,11,AL THANYAH THIRD,الثنيه الثالثة
1999,8057,0,11,AL THANYAH THIRD,الثنيه الثالثة
2000,8057,1,12,AL THANYAH THIRD,الثنيه الثالثة
2001,8057,2,14,AL THANYAH THIRD,الثنيه الثالثة
2002,8057,3,17,AL THANYAH THIRD,الثنيه الثالثة
2003,8057,1,18,AL THANYAH THIRD,الثنيه الثالثة
2004,8057,2,20,AL THANYAH THIRD,الثنيه الثالثة
2005,8057,3,23,AL THANYAH THIRD,الثنيه الثالثة
2006,8057,6,29,AL THANYAH THIRD,الثنيه الثالثة
2007,8057,9,38,AL THANYAH THIRD,الثنيه الثالثة
2008,8057,3,41,AL THANYAH THIRD,الثنيه الثالثة
2009,8057,5,46,AL THANYAH THIRD,الثنيه الثالثة
2010,8057,5,51,AL THANYAH THIRD,الثنيه الثالثة
2011,8057,4,55,AL THANYAH THIRD,الثنيه الثالثة
2012,8057,7,62,AL THANYAH THIRD,الثنيه الثالثة
2013,8057,9,71,AL THANYAH THIRD,الثنيه الثالثة
2014,8057,16,87,AL THANYAH THIRD,الثنيه الثالثة
2015,8057,13,100,AL THANYAH THIRD,الثنيه الثالثة
2016,8057,14,114,AL THANYAH THIRD,الثنيه الثالثة
2017,8057,12,126,AL THANYAH THIRD,الثنيه الثالثة
2018,8057,33,159,AL THANYAH THIRD,الثنيه الثالثة
2019,8057,43,202,AL THANYAH THIRD,الثنيه الثالثة
2020,8057,56,258,AL THANYAH THIRD,الثنيه الثالثة
2021,8057,0,258,AL THANYAH THIRD,الثنيه الثالثة
1963,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1964,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1965,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1966,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1967,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1968,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1969,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1970,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1971,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1972,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1973,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1974,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1975,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1976,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1977,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1978,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1979,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1980,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1981,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1982,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1983,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1984,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1985,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1986,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1987,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1988,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1989,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1990,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1991,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1992,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1993,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1994,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1995,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1996,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1997,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1998,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
1999,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
2000,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
2001,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
2002,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
2003,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
2004,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
2005,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
2006,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
2007,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
2008,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
2009,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
2010,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
2011,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
2012,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
2013,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
2014,8097,0,0,AL HEBIAH THIRD,الحبيه الثالثة
2015,8097,2,2,AL HEBIAH THIRD,الحبيه الثالثة
2016,8097,3,5,AL HEBIAH THIRD,الحبيه الثالثة
2017,8097,2,7,AL HEBIAH THIRD,الحبيه الثالثة
2018,8097,2,9,AL HEBIAH THIRD,الحبيه الثالثة
2019,8097,9,18,AL HEBIAH THIRD,الحبيه الثالثة
2020,8097,17,35,AL HEBIAH THIRD,الحبيه الثالثة
2021,8097,0,35,AL HEBIAH THIRD,الحبيه الثالثة
1963,8137,0,0,"ZAA'BEEL SECOND",زعبيل الثانية
1964,8137,0,0,"ZAA'BEEL SECOND",زعبيل الثانية
1965,8137,0,0,"ZAA'BEEL SECOND",زعبيل الثانية
1966,8137,0,0,"ZAA'BEEL SECOND",زعبيل الثانية
1967,8137,0,0,"ZAA'BEEL SECOND",زعبيل الثانية
